ordo_id	ordo_name	omim_id	orphanet_link
329242	Congenital chronic diarrhea with protein-losing enteropathy	615863	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=329242
329235	X-linked central congenital hypothyroidism with late-onset testicular enlargement	300888	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=329235
329	Congenital factor XI deficiency	612416	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=329
1243	Best vitelliform macular dystrophy	153700	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1243
325448	Leydig cell hypoplasia due to LHB deficiency	228300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=325448
324964	Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis	259680	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324964
324977	Proteasome-associated autoinflammatory syndrome	256040	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324977
324737	SRD5A3-CDG	612379	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324737
324588	Familial dyskinesia and facial myokymia	606703	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324588
324569	Pontocerebellar hypoplasia type 8	614961	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324569
324561	Hypopigmentation-punctate palmoplantar keratoderma syndrome	615522	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324561
324530	Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	614878	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324530
324535	Combined oxidative phosphorylation defect type 11	614922	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324535
324442	Autosomal recessive axonal neuropathy with neuromyotonia	137200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324442
324410	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome	300886	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324410
324321	Sinoatrial node dysfunction and deafness	614896	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324321
324294	T-cell immunodeficiency with epidermodysplasia verruciformis	618307	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324294
324290	Early-onset Lafora body disease	616640	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324290
324262	Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency	614831	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=324262
320355	Autosomal dominant spastic paraplegia type 41	613364	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320355
320370	Autosomal recessive spastic paraplegia type 43	615043	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320370
320365	Autosomal dominant spastic paraplegia type 36	613096	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320365
320380	Autosomal recessive spastic paraplegia type 54	615033	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320380
320375	Autosomal recessive spastic paraplegia type 55	615035	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320375
320391	Autosomal recessive spastic paraplegia type 46	614409	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320391
320385	Hereditary sensory and autonomic neuropathy due to TECPR2 mutation	615031	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320385
320401	Autosomal recessive spastic paraplegia type 44	613206	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320401
320396	Autosomal recessive spastic paraplegia type 45	613162	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320396
320411	Autosomal recessive spastic paraplegia type 56	615030	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320411
320406	Spastic paraplegia-optic atrophy-neuropathy syndrome	609541	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=320406
319519	Combined oxidative phosphorylation defect type 14	614946	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319519
319524	Combined oxidative phosphorylation defect type 15	614947	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319524
319509	Combined oxidative phosphorylation defect type 9	614582	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319509
319514	Combined oxidative phosphorylation defect type 13	614932	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319514
319595	Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	614892	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319595
319581	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency	615978	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319581
319563	Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency	616126	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319563
319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	614891	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319552
319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	614890	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319558
319651	Constitutional megaloblastic anemia with severe neurologic disease	613839	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319651
319646	PGM1-CDG	614921	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319646
319640	Retinal macular dystrophy type 2	608051	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319640
319635	Amyloidosis cutis dyschromia	617920	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319635
319623	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	300645	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319623
319612	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency	300636	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319612
319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	614893	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319600
319678	Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	614654	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319678
319675	Microcephalic primordial dwarfism, Dauber type	614851	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319675
319671	Microcephalic primordial dwarfism, Alazami type	615071	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319671
319332	Autosomal recessive myogenic arthrogryposis multiplex congenita	618484	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319332
319340	Carney complex-trismus-pseudocamptodactyly syndrome	608837	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319340
319504	Combined oxidative phosphorylation defect type 8	614096	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319504
319462	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations	605724	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319462
319199	Autosomal recessive spastic paraplegia type 53	614898	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319199
319160	Congenital myopathy with internal nuclei and atypical cores	614807	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319160
319189	Familial cortical myoclonus	614937	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319189
319182	Wiedemann-Steiner syndrome	605130	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=319182
317428	Combined immunodeficiency due to ORAI1 deficiency	612782	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=317428
317425	Severe combined immunodeficiency due to DNA-PKcs deficiency	615966	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=317425
317430	Combined immunodeficiency due to STIM1 deficiency	612783	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=317430
317473	Pancytopenia due to IKZF1 mutations	616873	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=317473
317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia	300853	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=317476
314993	Cataract-congenital heart disease-neural tube defect syndrome	608227	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314993
314679	Cerebrofacioarticular syndrome	601390	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314679
314667	TMEM165-CDG	614727	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314667
314689	Combined immunodeficiency due to STK4 deficiency	614868	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314689
314647	Non-progressive cerebellar ataxia with intellectual disability	614756	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314647
314629	CLN11 disease	614706	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314629
314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	614702	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314637
314802	Short stature due to partial GHR deficiency	604271	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314802
314811	Short stature due to GHSR deficiency	615925	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314811
314795	SHOX-related short stature	300582	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=314795
370103	Primary dystonia, DYT17 type	612406	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370103
370091	Oculocutaneous albinism type 5	615312	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370091
370022	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	615960	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370022
370088	Acute infantile liver failure-multisystemic involvement syndrome	615438	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370088
370079	Proximal 16p11.2 microduplication syndrome	614671	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370079
370921	STT3A-CDG	615596	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370921
370924	STT3B-CDG	615597	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370924
370927	SSR4-CDG	300934	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370927
370933	GM3 synthase deficiency	609056	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370933
370943	Autism spectrum disorder-epilepsy-arthrogryposis syndrome	615553	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370943
369929	Primary hyperaldosteronism-seizures-neurological abnormalities syndrome	615474	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369929
369920	Pontocerebellar hypoplasia type 9	615809	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369920
369939	Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	300475	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369939
369955	Methylmalonic acidemia with homocystinuria, type cblJ	614857	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369955
369970	Microcornea-myopic chorioretinal atrophy-telecanthus syndrome	615458	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369970
369962	Methylmalonic acidemia with homocystinuria, type cblX	309541	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369962
369992	Severe dermatitis-multiple allergies-metabolic wasting syndrome	615508	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369992
370006	Hypothalamic insufficiency-secondary microcephaly-visual impairment-urinary anomalies syndrome	615926	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=370006
369837	Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome	615398	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369837
369840	TRAPPC11-related  limb-girdle muscular dystrophy R18	615356	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369840
369852	Congenital neutropenia-myelofibrosis-nephromegaly syndrome	615285	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369852
369861	Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome	616084	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369861
369867	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C	615376	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369867
369891	Developmental delay-facial dysmorphism syndrome due to MED13L deficiency	616789	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369891
369897	Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies	615471	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369897
369913	Combined oxidative phosphorylation defect type 17	615440	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=369913
364028	X-linked intellectual disability due to GRIA3 mutations	300699	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=364028
1194	TMEM70-related mitochondrial encephalo-cardio-myopathy	614052	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1194
363999	Non-immune hydrops fetalis	236750	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363999
1048	Isolated anencephaly/exencephaly	206500	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=1048
363989	Familial benign flecked retina	228980	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363989
363992	Ichthyosis-short stature-brachydactyly-microspherophakia syndrome	613195	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363992
363981	Charcot-Marie-Tooth disease type 4B3	615284	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363981
363972	Noonan syndrome-like disorder with juvenile myelomonocytic leukemia	613563	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363972
363958	17q21.31 microdeletion syndrome	610443	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363958
363741	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome	601794	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363741
363727	X-linked dyserythropoietic anemia with abnormal platelets and neutropenia	300835	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363727
363710	Spinocerebellar ataxia type 37	615945	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363710
363705	Craniofaciofrontodigital syndrome	114620	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363705
363700	Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion	162200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363700
363694	Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome	613845	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363694
363686	Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome	615074	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363686
364577	Intellectual disability-brachydactyly-Pierre Robin syndrome	608670	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=364577
363417	Temtamy preaxial brachydactyly syndrome	605282	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363417
363409	Fetal akinesia-cerebral and retinal hemorrhage syndrome	615368	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363409
363412	Hypomyelination with brain stem and spinal cord involvement and leg spasticity	615281	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363412
363432	Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency	616204	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363432
363424	Multiple mitochondrial dysfunctions syndrome type 3	615330	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363424
363396	High myopia-sensorineural deafness syndrome	221200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363396
363400	Severe neurodegenerative syndrome with lipodystrophy	615924	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363400
363623	GMPPB-related  limb-girdle muscular dystrophy R19	615352	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363623
363649	Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome	615381	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363649
363654	X-linked parkinsonism-spasticity syndrome	300911	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363654
363665	Acroosteolysis-keloid-like lesions-premature aging syndrome	601812	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363665
363540	Leukoencephalopathy with mild cerebellar ataxia and white matter edema	615651	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363540
363543	Autosomal recessive limb-girdle muscular dystrophy type 2R	615325	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363543
363611	Intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome	615502	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363611
363504	Germ cell tumor of testis	273300	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363504
363523	Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome	615328	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363523
363534	Mitochondrial DNA depletion syndrome, hepatocerebrorenal form	271245	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363534
363528	Intellectual disability-strabismus syndrome	615286	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363528
363444	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	613680	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363444
363454	BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy	615290	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=363454
357175	Short ulna-dysmorphism-hypotonia-intellectual disability syndrome	615162	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357175
357329	Combined immunodeficiency due to IL21R deficiency	615207	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357329
357332	Syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome	615170	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357332
357237	Severe combined immunodeficiency due to CARD11 deficiency	615206	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357237
356978	D,L-2-hydroxyglutaric aciduria	615182	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=356978
356961	SLC35A2-CDG	300896	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=356961
357001	19p13.13 microdeletion syndrome	613638	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357001
356996	ANK3-related intellectual disability-sleep disturbance syndrome	615493	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=356996
357043	Amyotrophic lateral sclerosis type 4	602433	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357043
357074	Autosomal recessive cutis laxa type 2, classic type	219200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357074
357074	Autosomal recessive cutis laxa type 2, classic type	617403	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357074
357074	Autosomal recessive cutis laxa type 2, classic type	617402	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357074
357064	Autosomal recessive cutis laxa type 2B	612940	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357064
357158	Mandibulofacial dysostosis-macroblepharon-macrostomia syndrome	602562	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=357158
352654	Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	615491	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352654
352662	Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome	615225	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352662
352657	Hereditary benign intraepithelial dyskeratosis	127600	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352657
352649	Brain dopamine-serotonin vesicular transport disease	618049	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352649
352577	Severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome	615485	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352577
352582	Familial infantile myoclonic epilepsy	605021	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352582
352709	CLN13 disease	615362	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352709
352712	Facial dysmorphism-immunodeficiency-livedo-short stature syndrome	615139	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352712
352718	Progressive retinal dystrophy due to retinol transport defect	615147	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352718
352670	Autosomal dominant intermediate Charcot-Marie-Tooth disease type F	615185	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352670
352675	X-linked Charcot-Marie-Tooth disease type 6	300905	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352675
352682	Cobblestone lissencephaly without muscular or ocular involvement	615191	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352682
353277	Rubinstein-Taybi syndrome due to CREBBP mutations	180849	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=353277
353220	Familial primary localized cutaneous amyloidosis	105250	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=353220
353217	Epileptic encephalopathy with global cerebral demyelination	612949	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=353217
352745	Oculocutaneous albinism type 7	615179	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352745
352740	Ocular albinism with congenital sensorineural deafness	103470	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352740
353298	Roifman syndrome	616651	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=353298
353281	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion	610543	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=353281
353284	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	613684	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=353284
352403	Spectrin-associated autosomal recessive cerebellar ataxia	615386	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352403
352333	Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome	614457	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352333
352328	MEGDEL syndrome	614739	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352328
352447	Progressive external ophthalmoplegia-myopathy-emaciation syndrome	615084	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352447
352563	Infantile hypertrophic cardiomyopathy due to MRPL44 deficiency	615395	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352563
352479	ISPD-related  limb-girdle muscular dystrophy R20	616052	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352479
352470	DNA2-related mitochondrial DNA deletion syndrome	615156	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352470
352490	Autism spectrum disorder due to AUTS2 deficiency	615834	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=352490
294016	Microcephaly-capillary malformation syndrome	614261	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=294016
293964	Hypoinsulinemic hypoglycemia and body hemihypertrophy	240900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293964
293958	Hypertelorism-preauricular sinus-punctual pits-deafness syndrome	614187	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293958
293955	Childhood encephalopathy due to thiamine pyrophosphokinase deficiency	614458	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293955
293936	EDICT syndrome	614303	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293936
293925	Lethal occipital encephalocele-skeletal dysplasia syndrome	614416	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293925
293910	Familial isolated arrhythmogenic ventricular dysplasia, right dominant form	600996	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293910
293822	MITF-related melanoma and renal cell carcinoma predisposition syndrome	614456	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293822
293825	Congenital dyserythropoietic anemia type IV	613673	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293825
293725	Blepharophimosis-intellectual disability syndrome, Verloes type	604314	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293725
293707	Blepharophimosis-intellectual disability syndrome, MKB type	300895	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293707
293633	PYCR1-related De Barsy syndrome	614438	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=293633
295016	Camptodactyly of fingers	114200	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=295016
295000	Constriction rings syndrome	217100	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=295000
289891	Hypermethioninemia due to glycine N-methyltransferase deficiency	606664	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=289891
289846	Glutathione synthetase deficiency with 5-oxoprolinuria	266130	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=289846
289849	Glutathione synthetase deficiency without 5-oxoprolinuria	231900	https://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=289849
